transaction_time,customer_id,num_items,total_value,num_unique
2000-11-05,00342605  ,1,45,1
2000-11-05,00389051  ,1,22,1
2000-11-05,00392433  ,111,764646,3
2000-11-05,00440189  ,2,478,1
2000-11-05,00469012  ,1,199,1
2000-11-05,00478380  ,1,42,1
2000-11-05,00499774  ,2,46,1
2000-11-05,00534963  ,1,45,1
2000-11-05,00598484  ,1,5390,1
2000-11-05,00631808  ,1,55,1
2000-11-05,00644402  ,1,39,1
2000-11-05,00692939  ,1,28,1
2000-11-05,00699693  ,2,258,1
2000-11-05,00716475  ,1,31,1
2000-11-05,00718172  ,1,269,1
2000-11-05,00775694  ,1,189,1
2000-11-05,00786171  ,4,236,1
2000-11-05,00797702  ,1,60,1
2000-11-05,00820905  ,1,89,1
2000-11-05,00885973  ,1,325,1
2000-11-05,00902076  ,1,53,1
2000-11-05,00925709  ,1,195,1
2000-11-05,00940115  ,1,179,1
2000-11-05,00947985  ,1,18,1
2000-11-05,00991407  ,1,79,1
2000-11-05,01074659  ,2,48,1
2000-11-05,01082180  ,1,18,1
2000-11-05,01103465  ,1,59,1
2000-11-05,01108002  ,1,54,1
2000-11-05,01135046  ,1,729,1
2000-11-05,01156843  ,1,89,1
2000-11-05,01160192  ,1,85,1
2000-11-05,01160604  ,1,39,1
2000-11-05,01165012  ,1,34,1
2000-11-05,01212822  ,1,69,1
2000-11-05,01263114  ,1,128,1
2000-11-05,01304893  ,1,21,1
2000-11-05,01322804  ,1,18,1
2000-11-05,01347104  ,1,75,1
2000-11-05,01364231  ,2,198,1
2000-11-05,01429534  ,1,19,1
2000-11-05,01438536  ,1,62,1
2000-11-05,01452181  ,2,140,1
2000-11-05,01459821  ,2,170,1
2000-11-05,01470680  ,1,68,1
2000-11-05,01493221  ,1,129,1
2000-11-05,01511420  ,11,9816,2
2000-11-05,01521061  ,1,110,1
2000-11-05,01521665  ,1,109,1
2000-11-05,01528879  ,1,72,1
2000-11-05,01529258  ,1,37,1
2000-11-05,01538205  ,1,18,1
2000-11-05,01539738  ,1,21,1
2000-11-05,01552003  ,4,556,1
2000-11-05,01558838  ,1,59,1
2000-11-05,01568592  ,31,41729,2
2000-11-05,01576641  ,1,132,1
2000-11-05,01588835  ,1,69,1
2000-11-05,01592405  ,1,889,1
2000-11-05,01599541  ,2,178,1
2000-11-05,01602470  ,1,52,1
2000-11-05,01620009  ,1,284,1
2000-11-05,01622713  ,1,165,1
2000-11-05,01625240  ,31,387119,2
2000-11-05,01625301  ,2,78,1
2000-11-05,01627596  ,1,35,1
2000-11-05,01639582  ,2,210,1
2000-11-05,01641202  ,1,711,1
2000-11-05,01647716  ,1,33,1
2000-11-05,01655407  ,1,72,1
2000-11-05,01666410  ,1,59,1
2000-11-05,01666847  ,1,99,1
2000-11-05,01671421  ,1,75,1
2000-11-05,01674408  ,1,89,1
2000-11-05,01676945  ,1,65,1
2000-11-05,01677683  ,1,81,1
2000-11-05,01680935  ,1,135,1
2000-11-05,01688498  ,1,299,1
2000-11-05,01690002  ,1,50,1
2000-11-05,01690651  ,1,139,1
2000-11-05,01693492  ,1,55,1
2000-11-05,01700664  ,1,86,1
2000-11-05,01736229  ,1,42,1
2000-11-05,01745238  ,1,53,1
2000-11-05,01747355  ,1,52,1
2000-11-05,01754803  ,1,70,1
2000-11-05,01760316  ,2,38,1
2000-11-05,01765342  ,2,96,1
2000-11-05,01792898  ,1,28,1
2000-11-05,01804393  ,1,49,1
2000-11-05,01815115  ,1,45,1
2000-11-05,01824827  ,1,75,1
2000-11-05,01846553  ,1,43,1
2000-11-05,01846614  ,1,39,1
2000-11-05,01848755  ,1,26,1
2000-11-05,01855470  ,1,79,1
2000-11-05,01881790  ,11,1969,2
2000-11-05,01886405  ,1,15,1
2000-11-05,01894493  ,1,56,1
2000-11-05,01894523  ,1,79,1
2000-11-05,01900897  ,1,145,1
2000-11-05,01937565  ,1,139,1
2000-11-05,01941272  ,2,62,1
2000-11-05,01970029  ,1,47,1
2000-11-05,01972429  ,1,18,1
2000-11-05,01995169  ,1,21,1
2000-11-05,02001609  ,1,39,1
2000-11-05,02007427  ,3,120,1
2000-11-05,02009728  ,1,125,1
2000-11-05,02011493  ,2,1311,1
2000-11-05,02012483  ,1,145,1
2000-11-05,02016764  ,2,359,1
2000-11-05,02018539  ,2,208,1
2000-11-05,02025780  ,1,125,1
2000-11-05,02092003  ,1,34,1
2000-11-05,02099088  ,1,125,1
2000-11-05,02101392  ,1,76,1
2000-11-05,02108711  ,1,345,1
2000-11-05,02125336  ,1,261,1
2000-11-05,02128009  ,1,14,1
2000-11-05,02132174  ,1,55,1
2000-11-05,02144115  ,1,15,1
2000-11-05,02148526  ,1,71,1
2000-11-05,02152691  ,1,85,1
2000-11-05,02155777  ,1,69,1
2000-11-05,02155951  ,1,56,1
2000-11-05,02156033  ,1,49,1
2000-11-05,02156040  ,1,29,1
2000-11-06,00071178  ,1,45,1
2000-11-06,00091206  ,3,117,1
2000-11-06,00421294  ,1,78,1
2000-11-06,00629515  ,1,55,1
2000-11-06,00759496  ,1,46,1
2000-11-06,00877633  ,1,39,1
2000-11-06,00924368  ,1,36,1
2000-11-06,00952309  ,1,19,1
2000-11-06,00958080  ,1,95,1
2000-11-06,00974264  ,1,37,1
2000-11-06,01185416  ,1,48,1
2000-11-06,01191004  ,1,19,1
2000-11-06,01220810  ,1,709,1
2000-11-06,01300642  ,2,180,1
2000-11-06,01347548  ,1,42,1
2000-11-06,01403992  ,13,42207,2
2000-11-06,01429350  ,2,106,1
2000-11-06,01500370  ,1,59,1
2000-11-06,01504156  ,1,88,1
2000-11-06,01524888  ,3,81,1
2000-11-06,01556360  ,11,19968,2
2000-11-06,01560022  ,1,85,1
2000-11-06,01573749  ,1,56,1
2000-11-06,01617122  ,1,57,1
2000-11-06,01659740  ,1,100,1
2000-11-06,01681352  ,2,438,1
2000-11-06,01681574  ,1,46,1
2000-11-06,01727296  ,1,29,1
2000-11-06,01750942  ,1,155,1
2000-11-06,01785722  ,1,185,1
2000-11-06,01793284  ,1,158,1
2000-11-06,01803501  ,2,36,1
2000-11-06,01804393  ,1,1399,1
2000-11-06,01804744  ,1,109,1
2000-11-06,01807172  ,2,190,1
2000-11-06,01813326  ,1,388,1
2000-11-06,01819281  ,1,158,1
2000-11-06,01823219  ,1,46,1
2000-11-06,01827156  ,1,105,1
2000-11-06,01838138  ,1,35,1
2000-11-06,01839425  ,1,170,1
2000-11-06,01848328  ,1,56,1
2000-11-06,01862232  ,1,27,1
2000-11-06,01865295  ,1,29,1
2000-11-06,01876536  ,2,18,1
2000-11-06,01877267  ,1,40,1
2000-11-06,01895933  ,1,168,1
2000-11-06,01906431  ,1,28,1
2000-11-06,01916645  ,1,129,1
2000-11-06,01934403  ,3,1107,1
2000-11-06,01958690  ,12,6642,2
2000-11-06,01974867  ,2,124,1
2000-11-06,01999488  ,1,104,1
2000-11-06,02005515  ,1,129,1
2000-11-06,02007403  ,1,60,1
2000-11-06,02031958  ,1,26,1
2000-11-06,02067179  ,1,199,1
2000-11-06,02068176  ,2,52,1
2000-11-06,02112589  ,2,290,1
2000-11-06,02133874  ,1,147,1
2000-11-06,02155166  ,1,70,1
2000-11-06,02156330  ,1,39,1
2000-11-07,00016049  ,1,65,1
2000-11-07,00034845  ,1,55,1
2000-11-07,00173391  ,1,189,1
2000-11-07,00199346  ,2,258,1
2000-11-07,00281980  ,1,395,1
2000-11-07,00404495  ,1,81,1
2000-11-07,00432009  ,3,117,1
2000-11-07,00689427  ,1,54,1
2000-11-07,00837552  ,1,19,1
2000-11-07,00871099  ,1,69,1
2000-11-07,00909334  ,1,16,1
2000-11-07,00931328  ,1,149,1
2000-11-07,00943284  ,1,126,1
2000-11-07,01102208  ,1,23,1
2000-11-07,01124040  ,1,19,1
2000-11-07,01332438  ,1,224,1
2000-11-07,01354737  ,1,78,1
2000-11-07,01403954  ,11,9526,2
2000-11-07,01493542  ,1,22,1
2000-11-07,01507041  ,1,188,1
2000-11-07,01542363  ,24,228,1
2000-11-07,01561524  ,1,69,1
2000-11-07,01575415  ,2,56,1
2000-11-07,01576146  ,4,168,1
2000-11-07,01578126  ,121,349685,3
2000-11-07,01587067  ,1,199,1
2000-11-07,01622065  ,1,77,1
2000-11-07,01624687  ,1,49,1
2000-11-07,01626605  ,1,39,1
2000-11-07,01633641  ,1,49,1
2000-11-07,01645675  ,1,38,1
2000-11-07,01697414  ,1,45,1
2000-11-07,01702262  ,1,59,1
2000-11-07,01759372  ,2,720,1
2000-11-07,01771732  ,1,79,1
2000-11-07,01794151  ,2,16,1
2000-11-07,01862829  ,1,94,1
2000-11-07,01909265  ,1,38,1
2000-11-07,01911954  ,1,58,1
2000-11-07,01913835  ,1,112,1
2000-11-07,01917017  ,4,264,1
2000-11-07,01942088  ,1,115,1
2000-11-07,01968989  ,2,104,1
2000-11-07,01982640  ,2,229,1
2000-11-07,02005393  ,1,115,1
2000-11-07,02031774  ,1,49,1
2000-11-07,02042565  ,2,55,1
2000-11-07,02081434  ,1,69,1
2000-11-07,02109282  ,2,138,1
2000-11-07,02154152  ,1,395,1
2000-11-07,02156507  ,1,99,1
2000-11-07,02156514  ,1,90,1
2000-11-08,00045377  ,1,160,1
2000-11-08,00048590  ,5,52,1
2000-11-08,00437547  ,1,59,1
2000-11-08,00489171  ,1,43,1
2000-11-08,00773416  ,5,895,1
2000-11-08,00828499  ,1,15,1
2000-11-08,00884310  ,1,32,1
2000-11-08,00991407  ,1,106,1
2000-11-08,00995108  ,1,69,1
2000-11-08,01021714  ,1,39,1
2000-11-08,01117042  ,1,39,1
2000-11-08,01154153  ,1,29,1
2000-11-08,01166941  ,1,169,1
2000-11-08,01272970  ,2,258,1
2000-11-08,01302561  ,2,188,1
2000-11-08,01393736  ,1,69,1
2000-11-08,01457926  ,31,16282,2
2000-11-08,01513981  ,1,150,1
2000-11-08,01710311  ,1,47,1
2000-11-08,01809817  ,1,150,1
2000-11-08,01856521  ,2,72,1
2000-11-08,01873726  ,1,62,1
2000-11-08,01916720  ,1,21,1
2000-11-08,01943535  ,21,11059,2
2000-11-08,01984781  ,2,258,1
2000-11-08,01989601  ,1,33,1
2000-11-08,02022017  ,2,219,1
2000-11-08,02034126  ,1,36,1
2000-11-08,02054599  ,1,199,1
2000-11-08,02117812  ,1,39,1
2000-11-08,02132532  ,1,209,1
2000-11-08,02136578  ,1,30,1
2000-11-08,02141633  ,1,135,1
2000-11-08,02142838  ,1,98,1
2000-11-08,02145594  ,1,27,1
2000-11-08,02156330  ,1,49,1
2000-11-08,02156446  ,1,48,1
2000-11-08,02156767  ,1,129,1
2000-11-09,00081269  ,1,79,1
2000-11-09,00198202  ,2,30,1
2000-11-09,00231961  ,2,30,1
2000-11-09,00267854  ,1,115,1
2000-11-09,00453035  ,1,159,1
2000-11-09,00460859  ,1,58,1
2000-11-09,00649346  ,1,40,1
2000-11-09,00654623  ,1,45,1
2000-11-09,00679350  ,1,209,1
2000-11-09,00845021  ,2,30,1
2000-11-09,00921688  ,1,49,1
2000-11-09,00930307  ,1,49,1
2000-11-09,00931281  ,1,43,1
2000-11-09,00947596  ,1,79,1
2000-11-09,00961554  ,1,38,1
2000-11-09,01094008  ,1,38,1
2000-11-09,01238747  ,2,30,1
2000-11-09,01315264  ,1,22,1
2000-11-09,01410785  ,1,14,1
2000-11-09,01412253  ,2,150,1
2000-11-09,01438673  ,1,18,1
2000-11-09,01461374  ,2,30,1
2000-11-09,01463828  ,2,84,1
2000-11-09,01490633  ,1,230,1
2000-11-09,01507836  ,11,12351,2
2000-11-09,01553192  ,2,70,1
2000-11-09,01554946  ,1,119,1
2000-11-09,01591514  ,1,53,1
2000-11-09,01594072  ,11,7215,2
2000-11-09,01597813  ,1,21,1
2000-11-09,01616538  ,1,28,1
2000-11-09,01637694  ,4,516,1
2000-11-09,01638349  ,1,135,1
2000-11-09,01642674  ,1,57,1
2000-11-09,01671186  ,1,36,1
2000-11-09,01707014  ,1,45,1
2000-11-09,01712384  ,1,99,1
2000-11-09,01712476  ,1,82,1
2000-11-09,01712919  ,1,29,1
2000-11-09,01732696  ,1,75,1
2000-11-09,01747270  ,1,17,1
2000-11-09,01781250  ,1,40,1
2000-11-09,01801958  ,2,658,1
2000-11-09,01809091  ,1,265,1
2000-11-09,01822175  ,1,18,1
2000-11-09,01840438  ,11,3628,2
2000-11-09,01840858  ,2,164,1
2000-11-09,01875317  ,1,29,1
2000-11-09,01875379  ,1,103,1
2000-11-09,01883619  ,1,20,1
2000-11-09,01906363  ,1,79,1
2000-11-09,01930634  ,1,16,1
2000-11-09,01975895  ,1,25,1
2000-11-09,01983777  ,2,30,1
2000-11-09,01999259  ,2,30,1
2000-11-09,02002002  ,1,59,1
2000-11-09,02020228  ,1,125,1
2000-11-09,02025193  ,1,82,1
2000-11-09,02027166  ,1,24,1
2000-11-09,02066547  ,2,30,1
2000-11-09,02069715  ,1,25,1
2000-11-09,02088372  ,2,106,1
2000-11-09,02091990  ,1,39,1
2000-11-09,02112176  ,3,81,1
2000-11-09,02133874  ,1,81,1
2000-11-09,02138183  ,1,42,1
2000-11-10,00020220  ,1,25,1
2000-11-10,00075169  ,1,42,1
2000-11-10,00088008  ,1,135,1
2000-11-10,00199346  ,2,96,1
2000-11-10,00205818  ,1,25,1
2000-11-10,00210249  ,1,125,1
2000-11-10,00225793  ,24,518,1
2000-11-10,00366540  ,1,52,1
2000-11-10,00437493  ,6,103,1
2000-11-10,00524247  ,2,30,1
2000-11-10,00584364  ,3,204,1
2000-11-10,00637978  ,1,139,1
2000-11-10,00689748  ,1,130,1
2000-11-10,00711562  ,1,59,1
2000-11-10,00714976  ,2,18,1
2000-11-10,00771856  ,1,77,1
2000-11-10,00913263  ,3,87,1
2000-11-10,00948852  ,1,62,1
2000-11-10,00955966  ,1,106,1
2000-11-10,00956031  ,1,50,1
2000-11-10,01109757  ,1,1251,1
2000-11-10,01111163  ,1,86,1
2000-11-10,01202434  ,1,197,1
2000-11-10,01300130  ,1,108,1
2000-11-10,01363432  ,1,115,1
2000-11-10,01457452  ,3,108,1
2000-11-10,01476644  ,1,88,1
2000-11-10,01490305  ,1,34,1
2000-11-10,01501377  ,3,43,1
2000-11-10,01510096  ,1,106,1
2000-11-10,01529128  ,10,240,1
2000-11-10,01545173  ,1,155,1
2000-11-10,01546842  ,13,1542,2
2000-11-10,01573725  ,1,58,1
2000-11-10,01576146  ,2,148,1
2000-11-10,01590074  ,1,103,1
2000-11-10,01598209  ,1,109,1
2000-11-10,01674989  ,1,53,1
2000-11-10,01696486  ,1,198,1
2000-11-10,01715637  ,1,159,1
2000-11-10,01719499  ,1,36,1
2000-11-10,01753042  ,1,85,1
2000-11-10,01765748  ,1,129,1
2000-11-10,01795691  ,8,72,1
2000-11-10,01826555  ,1,139,1
2000-11-10,01846607  ,1,43,1
2000-11-10,01847734  ,1,305,1
2000-11-10,01848809  ,1,120,1
2000-11-10,01877878  ,2,38,1
2000-11-10,01879872  ,1,31,1
2000-11-10,01898996  ,1,85,1
2000-11-10,01941265  ,3,242,1
2000-11-10,01969993  ,1,79,1
2000-11-10,01970333  ,1,86,1
2000-11-10,01970777  ,2,54,1
2000-11-10,02006246  ,1,69,1
2000-11-10,02011035  ,1,135,1
2000-11-10,02013268  ,1,152,1
2000-11-10,02015415  ,1,29,1
2000-11-10,02048420  ,21,8455,2
2000-11-10,02065014  ,1,18,1
2000-11-10,02105338  ,1,29,1
2000-11-10,02107585  ,1,35,1
2000-11-10,02126098  ,1,86,1
2000-11-10,02157115  ,11,129129,2
2000-11-10,02157191  ,1,79,1
2000-11-11,00040488  ,1,78,1
2000-11-11,00043816  ,1,82,1
2000-11-11,00098946  ,1,56,1
2000-11-11,00127233  ,2,58,1
2000-11-11,00131780  ,1,161,1
2000-11-11,00137928  ,2,5202,1
2000-11-11,00163835  ,1,560,1
2000-11-11,00217361  ,1,410,1
2000-11-11,00305228  ,2,212,1
2000-11-11,00411967  ,1,89,1
2000-11-11,00470032  ,1,44,1
2000-11-11,00489157  ,2,30,1
2000-11-11,00529297  ,1,44,1
2000-11-11,00544184  ,1,209,1
2000-11-11,00551229  ,2,78,1
2000-11-11,00556675  ,2,30,1
2000-11-11,00662123  ,1,56,1
2000-11-11,00672412  ,1,58,1
2000-11-11,00678018  ,1,53,1
2000-11-11,00678643  ,1,115,1
2000-11-11,00732802  ,2,118,1
2000-11-11,00772839  ,1,95,1
2000-11-11,00814522  ,1,32,1
2000-11-11,00828499  ,1,69,1
2000-11-11,00838115  ,11,1962,2
2000-11-11,00869300  ,1,419,1
2000-11-11,00913386  ,1,49,1
2000-11-11,00915397  ,2,132,1
2000-11-11,00921343  ,1,22,1
2000-11-11,00928106  ,3,66,1
2000-11-11,00946698  ,1,242,1
2000-11-11,00955829  ,1,71,1
2000-11-11,00956260  ,1,189,1
2000-11-11,01072471  ,1,52,1
2000-11-11,01103342  ,2,30,1
2000-11-11,01105537  ,2,290,1
2000-11-11,01105889  ,1,42,1
2000-11-11,01172102  ,1,85,1
2000-11-11,01202588  ,1,38,1
2000-11-11,01253627  ,1,56,1
2000-11-11,01273885  ,2,30,1
2000-11-11,01294538  ,1,215,1
2000-11-11,01339055  ,11,5532,2
2000-11-11,01343243  ,2,41,1
2000-11-11,01376760  ,1,199,1
2000-11-11,01389289  ,1,18,1
2000-11-11,01456103  ,1,35,1
2000-11-11,01458831  ,2,498,1
2000-11-11,01483550  ,1,26,1
2000-11-11,01506174  ,1,165,1
2000-11-11,01521030  ,1,116,1
2000-11-11,01541403  ,1,77,1
2000-11-11,01548969  ,1,275,1
2000-11-11,01549164  ,2,46,1
2000-11-11,01559491  ,1,95,1
2000-11-11,01561029  ,1,59,1
2000-11-11,01566338  ,1,112,1
