,entry_date,transaction_time,customer_id,age_code,residence_area,product_subclass,product_id,amount,asset,sales_price,age_range,age_min,age_max,age_center
26,2016-12-26,2001-01-15,01962680  ,F,F,110102,4714617946069,1,18,26,45-49,45.0,49.0,47.0
27,2016-12-26,2001-01-15,01761023  ,C,E,560104,4710032000010,1,96,129,30-34,30.0,34.0,32.0
28,2016-12-26,2001-01-15,01161984  ,D,E,100102,0723125488026,1,50,65,35-39,35.0,39.0,37.0
29,2016-12-26,2001-01-14,02085579  ,E,F,300424,4710076432013,1,90,88,40-44,40.0,44.0,42.0
30,2016-12-26,2001-01-15,00457415  ,F,F,100108,7610700602393,1,65,79,45-49,45.0,49.0,47.0
31,2016-12-26,2001-01-15,01824599  ,C,A,120204,4710311972021,1,251,211,30-34,30.0,34.0,32.0
32,2016-12-26,2001-01-15,01457353  ,F,E,100413,4710960895092,1,112,149,45-49,45.0,49.0,47.0
33,2016-12-26,2001-01-15,01746587  ,D,D,110117,4710063031144,2,114,108,35-39,35.0,39.0,37.0
34,2016-12-26,2001-01-15,01637274  ,C,F,500806,4713489510019,1,146,199,30-34,30.0,34.0,32.0
35,2016-12-26,2001-01-14,01401783  ,B,E,300716,4710223169120,1,83,115,25-29,25.0,29.0,27.0
36,2016-12-26,2001-01-14,00158282  ,F,E,120109,4712453006220,1,45,59,45-49,45.0,49.0,47.0
37,2016-12-26,2001-01-14,01282795  ,G,C,500804,9310022862809,2,42,54,50-54,50.0,54.0,52.0
38,2016-12-26,2001-01-14,02048079  ,C,D,560402,8712045008539,2,1266,1130,30-34,30.0,34.0,32.0
39,2016-12-26,2001-01-14,00121514  ,F,E,130315,4713985863121,1,25,25,45-49,45.0,49.0,47.0
40,2016-12-26,2001-01-14,01774955  ,J,A,110603,4710254011634,1,89,105,65-120,65.0,120.0,92.5
41,2016-12-26,2001-01-14,01848410  ,K,H,110402,4710088414311,3,159,183,,,,
42,2016-12-26,2001-01-14,01563252  ,J,H,530110,4902430041270,1,204,239,65-120,65.0,120.0,92.5
43,2016-12-26,2001-01-14,01533248  ,E,E,710501,20521240     ,1,513,650,40-44,40.0,44.0,42.0
44,2016-12-26,2001-01-14,01813845  ,D,C,100515,4710171051324,1,41,49,35-39,35.0,39.0,37.0
45,2016-12-26,2001-01-15,01739978  ,H,G,110136,4716147020134,1,34,44,55-59,55.0,59.0,57.0
46,2016-12-26,2001-01-14,01785883  ,D,F,730303,4714903020237,1,329,349,35-39,35.0,39.0,37.0
47,2016-12-26,2001-01-14,00440875  ,I,F,100443,4710271000628,1,39,52,60-64,60.0,64.0,62.0
48,2016-12-26,2001-01-14,01972245  ,F,A,100511,4719866980017,1,19,22,45-49,45.0,49.0,47.0
49,2016-12-26,2001-01-14,01774955  ,J,A,500210,4710114105046,2,254,312,65-120,65.0,120.0,92.5
50,2016-12-26,2001-01-14,01553048  ,E,C,110404,4710175567128,1,20,26,40-44,40.0,44.0,42.0
51,2016-12-26,2001-01-14,00101981  ,F,E,510101,20514839     ,2,160,188,45-49,45.0,49.0,47.0
52,2016-12-26,2001-01-14,01847994  ,D,F,110816,4711573333896,1,57,71,35-39,35.0,39.0,37.0
53,2016-12-26,2001-01-16,01438277  ,E,C,530406,4710094012686,1,117,132,40-44,40.0,44.0,42.0
54,2016-12-26,2001-01-14,02171685  ,E,C,100403,4710498232284,1,173,178,40-44,40.0,44.0,42.0
55,2016-12-26,2001-01-14,01234567  ,E,D,500501,2250078000039,1,160,169,40-44,40.0,44.0,42.0
56,2016-12-26,2001-01-14,00203838  ,F,E,100201,4712019100607,1,45,47,45-49,45.0,49.0,47.0
57,2016-12-26,2001-01-14,01419764  ,E,F,530408,4710094004711,2,296,358,40-44,40.0,44.0,42.0
58,2016-12-26,2001-01-14,00074377  ,G,E,100205,9556085558918,1,43,55,50-54,50.0,54.0,52.0
59,2016-12-26,2001-01-14,01852998  ,A,C,300206,4977084300400,1,30,39,0-25,0.0,25.0,12.5
60,2016-12-26,2001-01-14,01644500  ,D,F,100301,4710852003000,2,116,156,35-39,35.0,39.0,37.0
61,2016-12-26,2001-01-16,01936001  ,H,E,520403,20451172     ,1,99,139,55-59,55.0,59.0,57.0
62,2016-12-26,2001-01-15,01972184  ,D,E,500804,93362986     ,5,95,120,35-39,35.0,39.0,37.0
63,2016-12-26,2001-01-14,00187213  ,E,E,110410,4710088411440,1,40,48,40-44,40.0,44.0,42.0
64,2016-12-26,2001-01-14,01585735  ,F,H,520425,3960097006002,1,26,39,45-49,45.0,49.0,47.0
65,2016-12-26,2001-01-14,00131872  ,D,E,130201,4710105045450,4,60,80,35-39,35.0,39.0,37.0
66,2016-12-26,2001-01-14,02095950  ,A,E,110508,4710057870377,1,20,25,0-25,0.0,25.0,12.5
67,2016-12-26,2001-01-14,01713343  ,F,E,760230,20559755     ,1,102,150,45-49,45.0,49.0,47.0
68,2016-12-26,2001-01-16,01883527  ,D,E,100440,4710126170148,1,39,49,35-39,35.0,39.0,37.0
69,2016-12-26,2001-01-16,00304832  ,E,F,130402,4711606113044,2,110,158,40-44,40.0,44.0,42.0
70,2016-12-26,2001-01-14,02051925  ,C,E,130205,4710063413766,1,54,68,30-34,30.0,34.0,32.0
71,2016-12-26,2001-01-14,01917451  ,D,A,110506,4710320224289,2,116,152,35-39,35.0,39.0,37.0
72,2016-12-26,2001-01-14,02073637  ,D,E,110202,4712031000428,1,26,32,35-39,35.0,39.0,37.0
73,2016-12-26,2001-01-14,00196765  ,H,E,100507,4710058255050,1,27,33,55-59,55.0,59.0,57.0
74,2016-12-26,2001-01-14,00196222  ,H,F,530104,4710120001653,2,150,198,55-59,55.0,59.0,57.0
75,2016-12-26,2001-01-14,00296823  ,D,G,500301,4710466104254,1,99,128,35-39,35.0,39.0,37.0
76,2016-12-26,2001-01-16,00157919  ,C,E,130113,4710088434517,1,24,29,30-34,30.0,34.0,32.0
77,2016-12-26,2001-01-14,01330441  ,E,G,100305,4712763100113,1,33,45,40-44,40.0,44.0,42.0
78,2016-12-26,2001-01-14,01102420  ,E,F,110109,4710063156014,2,214,258,40-44,40.0,44.0,42.0
79,2016-12-26,2001-01-14,01536126  ,E,A,100109,4710015104841,1,69,79,40-44,40.0,44.0,42.0
80,2016-12-26,2001-01-14,02140711  ,C,C,530114,4710735510045,1,156,159,30-34,30.0,34.0,32.0
81,2016-12-26,2001-01-14,00232333  ,D,E,130401,4710151200780,1,65,60,35-39,35.0,39.0,37.0
82,2016-12-26,2001-01-14,01586046  ,D,G,500102,2250271000683,1,34,49,35-39,35.0,39.0,37.0
83,2016-12-26,2001-01-14,02171654  ,D,B,130306,4972045620092,1,26,35,35-39,35.0,39.0,37.0
84,2016-12-26,2001-01-14,00965675  ,G,E,760155,9789578230392,1,133,180,50-54,50.0,54.0,52.0
85,2016-12-26,2001-01-14,01517071  ,F,F,500306,4712624880024,1,33,45,45-49,45.0,49.0,47.0
86,2016-12-26,2001-01-14,00659321  ,E,G,100515,4710058282087,2,52,66,40-44,40.0,44.0,42.0
87,2016-12-26,2001-01-14,02130385  ,B,F,500303,4710367843009,1,21,25,25-29,25.0,29.0,27.0
88,2016-12-26,2001-01-14,00432825  ,H,E,320308,4710431318266,1,100,159,55-59,55.0,59.0,57.0
89,2016-12-26,2001-01-14,01752939  ,B,E,500303,4710367814832,1,50,56,25-29,25.0,29.0,27.0
90,2016-12-26,2001-01-14,01919509  ,B,E,500804,93457552     ,1,19,24,25-29,25.0,29.0,27.0
91,2016-12-26,2001-01-16,01633832  ,D,C,760183,4714910160230,1,55,75,35-39,35.0,39.0,37.0
92,2016-12-26,2001-01-14,02094724  ,E,F,110118,4710063032172,1,32,45,40-44,40.0,44.0,42.0
93,2016-12-26,2001-01-14,02136479  ,D,G,110411,4710110200035,1,22,28,35-39,35.0,39.0,37.0
94,2016-12-26,2001-01-14,02035895  ,H,E,130106,4710583996008,1,18,22,55-59,55.0,59.0,57.0
95,2016-12-26,2001-01-14,02054650  ,A,E,110411,4710085172696,1,20,22,0-25,0.0,25.0,12.5
96,2016-12-26,2001-01-14,02084213  ,F,F,530101,4902430493031,2,316,398,45-49,45.0,49.0,47.0
97,2016-12-26,2001-01-14,02050720  ,D,F,130206,4711080010112,1,34,40,35-39,35.0,39.0,37.0
98,2016-12-26,2001-01-14,01990836  ,G,F,120103,4710857000035,1,38,49,50-54,50.0,54.0,52.0
99,2016-12-26,2001-01-16,00304832  ,E,F,130205,4710105046013,2,92,110,40-44,40.0,44.0,42.0
100,2016-12-26,2001-01-14,01909470  ,E,C,110117,4711001917018,1,90,98,40-44,40.0,44.0,42.0
101,2016-12-26,2001-01-14,02112527  ,E,E,130102,4710088436337,1,32,42,40-44,40.0,44.0,42.0
102,2016-12-26,2001-01-14,02109909  ,C,C,120103,4710011401135,1,23,24,30-34,30.0,34.0,32.0
103,2016-12-26,2001-01-14,02091303  ,D,D,100307,4711300986999,1,40,49,35-39,35.0,39.0,37.0
104,2016-12-26,2001-01-14,01977561  ,E,F,500203,4710114606048,1,80,99,40-44,40.0,44.0,42.0
105,2016-12-26,2001-01-14,02087221  ,D,E,560117,4716622888051,1,227,203,35-39,35.0,39.0,37.0
106,2016-12-26,2001-01-14,01844054  ,A,D,110117,0078895423037,1,66,85,0-25,0.0,25.0,12.5
107,2016-12-26,2001-01-16,00128506  ,F,F,120103,4710321790509,1,72,76,45-49,45.0,49.0,47.0
108,2016-12-26,2001-01-14,02014456  ,B,F,100205,4710047512522,1,68,81,25-29,25.0,29.0,27.0
109,2016-12-26,2001-01-14,02035895  ,H,E,110121,4710134023214,1,44,52,55-59,55.0,59.0,57.0
110,2016-12-26,2001-01-14,01886573  ,C,C,560308,4719861020664,1,35,49,30-34,30.0,34.0,32.0
111,2016-12-26,2001-01-14,01800395  ,F,C,120110,4711926724029,1,60,76,45-49,45.0,49.0,47.0
112,2016-12-26,2001-01-14,01691856  ,D,E,110508,9300644131711,2,48,64,35-39,35.0,39.0,37.0
113,2016-12-26,2001-01-14,01661354  ,D,E,100205,4710098162134,1,35,45,35-39,35.0,39.0,37.0
114,2016-12-26,2001-01-16,00910248  ,F,E,500406,4716829880728,1,48,69,45-49,45.0,49.0,47.0
115,2016-12-26,2001-01-14,02164885  ,C,E,110109,4710043552102,2,384,322,30-34,30.0,34.0,32.0
116,2016-12-26,2001-01-14,02030234  ,F,F,100401,9415007601432,1,383,425,45-49,45.0,49.0,47.0
117,2016-12-26,2001-01-14,02070278  ,C,G,100505,4710128030020,1,17,22,30-34,30.0,34.0,32.0
118,2016-12-26,2001-01-14,02063164  ,D,G,560405,4710043231120,2,278,318,35-39,35.0,39.0,37.0
119,2016-12-26,2001-01-14,01750720  ,G,E,120103,4710030346110,2,32,24,50-54,50.0,54.0,52.0
120,2016-12-26,2001-01-14,01818307  ,D,G,560401,4710043355437,1,279,395,35-39,35.0,39.0,37.0
121,2016-12-26,2001-01-14,01835489  ,D,F,110403,4710515535015,1,31,40,35-39,35.0,39.0,37.0
122,2016-12-26,2001-01-16,01469264  ,C,F,100102,80050278     ,2,42,38,30-34,30.0,34.0,32.0
123,2016-12-26,2001-01-14,01721805  ,C,F,530406,4710094021497,1,49,59,30-34,30.0,34.0,32.0
124,2016-12-26,2001-01-14,01795936  ,F,C,530604,4710314082000,1,92,110,45-49,45.0,49.0,47.0
125,2016-12-26,2001-01-14,01953299  ,J,E,100205,8851019410135,1,25,32,65-120,65.0,120.0,92.5
126,2016-12-26,2001-01-14,01791129  ,F,F,110405,4710943109369,1,23,30,45-49,45.0,49.0,47.0
127,2016-12-26,2001-01-14,01622355  ,C,C,100436,5708733003026,2,524,596,30-34,30.0,34.0,32.0
128,2016-12-26,2001-01-14,01688429  ,E,A,110110,4710549000039,1,100,78,40-44,40.0,44.0,42.0
129,2016-12-26,2001-01-14,01531183  ,A,E,130316,4711437000117,2,120,146,0-25,0.0,25.0,12.5
130,2016-12-26,2001-01-16,00339568  ,C,E,110411,4710088412959,1,20,25,30-34,30.0,34.0,32.0
131,2016-12-26,2001-01-14,01641172  ,C,D,520424,4710017035426,1,12,17,30-34,30.0,34.0,32.0
132,2016-12-26,2001-01-14,01619515  ,F,A,100505,4710154012144,1,15,15,45-49,45.0,49.0,47.0
133,2016-12-26,2001-01-14,01711028  ,E,C,110508,4719474000237,1,83,108,40-44,40.0,44.0,42.0
134,2016-12-26,2001-01-14,01688436  ,D,C,100218,4710022275503,1,13,18,35-39,35.0,39.0,37.0
135,2016-12-26,2001-01-14,01589221  ,D,F,530505,4710363522014,1,51,59,35-39,35.0,39.0,37.0
136,2016-12-26,2001-01-14,01635966  ,G,C,110411,4710088414137,1,24,31,50-54,50.0,54.0,52.0
137,2016-12-26,2001-01-16,00393553  ,B,G,100102,0723125488026,1,50,65,25-29,25.0,29.0,27.0
138,2016-12-26,2001-01-16,00623391  ,D,F,110411,4710085120475,1,19,21,35-39,35.0,39.0,37.0
139,2016-12-26,2001-01-14,01723403  ,C,G,530404,20570156     ,1,158,169,30-34,30.0,34.0,32.0
140,2016-12-26,2001-01-14,01740790  ,D,F,520457,4716545320324,2,180,258,35-39,35.0,39.0,37.0
141,2016-12-26,2001-01-14,01619515  ,F,A,100312,0037000442127,1,33,47,45-49,45.0,49.0,47.0
142,2016-12-26,2001-01-14,01619515  ,F,A,100312,0037000440147,1,33,47,45-49,45.0,49.0,47.0
143,2016-12-26,2001-01-14,01581652  ,D,G,300307,4711039281105,1,27,45,35-39,35.0,39.0,37.0
144,2016-12-26,2001-01-14,01715514  ,C,G,560349,0071463033102,1,72,99,30-34,30.0,34.0,32.0
145,2016-12-26,2001-01-16,00724838  ,F,E,520230,4710017005511,1,16,25,45-49,45.0,49.0,47.0
146,2016-12-26,2001-01-14,01813845  ,D,C,530205,4710731012147,1,34,45,35-39,35.0,39.0,37.0
147,2016-12-26,2001-01-14,01586558  ,B,E,130206,4710105010618,1,49,59,25-29,25.0,29.0,27.0
148,2016-12-26,2001-01-14,01635966  ,G,C,780510,4712814168888,1,48,64,50-54,50.0,54.0,52.0
149,2016-12-26,2001-01-14,01583281  ,J,G,110512,4712603669091,6,4716,6000,65-120,65.0,120.0,92.5
150,2016-12-26,2001-01-14,01404012  ,K,C,760908,5503020000081,1,230,399,,,,
151,2016-12-26,2001-01-14,01038804  ,C,F,100212,4715189001736,1,53,69,30-34,30.0,34.0,32.0
152,2016-12-26,2001-01-14,01612011  ,C,G,760155,9789579967617,1,166,214,30-34,30.0,34.0,32.0
153,2016-12-26,2001-01-16,00301718  ,D,F,100201,4710283125043,1,20,27,35-39,35.0,39.0,37.0
154,2016-12-26,2001-01-14,01665550  ,D,F,130204,4710105010182,1,39,45,35-39,35.0,39.0,37.0
155,2016-12-26,2001-01-14,01536201  ,C,C,100302,0041143024607,1,31,45,30-34,30.0,34.0,32.0
156,2016-12-26,2001-01-14,01384505  ,E,F,530108,4710120001530,1,118,169,40-44,40.0,44.0,42.0
157,2016-12-26,2001-01-14,01529258  ,D,E,300424,4710076432037,1,112,108,35-39,35.0,39.0,37.0
158,2016-12-26,2001-01-14,01536201  ,C,C,100402,0050000108213,1,84,95,30-34,30.0,34.0,32.0
159,2016-12-26,2001-01-14,01221534  ,K,H,520464,2230124000190,1,125,189,,,,
160,2016-12-26,2001-01-16,00393553  ,B,G,100103,4710035315517,2,56,70,25-29,25.0,29.0,27.0
161,2016-12-26,2001-01-14,01612882  ,E,E,110133,4904621300036,4,272,319,40-44,40.0,44.0,42.0
162,2016-12-26,2001-01-14,01589221  ,D,F,130206,4710339033056,2,110,138,35-39,35.0,39.0,37.0
163,2016-12-26,2001-01-14,01462715  ,D,G,110201,4712031000176,1,32,42,35-39,35.0,39.0,37.0
164,2016-12-26,2001-01-14,00057486  ,E,E,110504,4710334040615,1,38,48,40-44,40.0,44.0,42.0
165,2016-12-26,2001-01-14,00426824  ,F,E,520472,4716349008213,1,32,46,45-49,45.0,49.0,47.0
166,2016-12-26,2001-01-14,00214148  ,B,E,530104,4716861202236,1,40,59,25-29,25.0,29.0,27.0
167,2016-12-26,2001-01-14,00864152  ,H,G,500302,4710364151800,2,46,72,55-59,55.0,59.0,57.0
168,2016-12-26,2001-01-14,01552591  ,G,E,530105,4710168702901,1,94,119,50-54,50.0,54.0,52.0
169,2016-12-26,2001-01-14,01524963  ,F,G,100305,4711202220467,1,61,75,45-49,45.0,49.0,47.0
170,2016-12-26,2001-01-14,01122305  ,E,E,110508,9300644131698,1,32,42,40-44,40.0,44.0,42.0
171,2016-12-26,2001-01-14,01036978  ,E,F,100301,4710603013425,1,88,95,40-44,40.0,44.0,42.0
172,2016-12-26,2001-01-14,01098143  ,D,E,100515,4710632001172,1,30,33,35-39,35.0,39.0,37.0
173,2016-12-26,2001-01-14,00578370  ,F,F,720509,4710470600162,1,116,109,45-49,45.0,49.0,47.0
174,2016-12-26,2001-01-14,00220736  ,D,E,470101,4715246771244,1,579,720,35-39,35.0,39.0,37.0
175,2016-12-26,2001-01-14,00201056  ,D,E,100307,4711300982052,1,38,49,35-39,35.0,39.0,37.0
176,2016-12-26,2001-01-14,01340167  ,F,E,520222,4713003215154,1,22,25,45-49,45.0,49.0,47.0
177,2016-12-26,2001-01-14,01196986  ,G,C,100318,4710126200678,1,43,52,50-54,50.0,54.0,52.0
178,2016-12-26,2001-01-14,00585392  ,D,E,100107,4710035350105,1,200,228,35-39,35.0,39.0,37.0
179,2016-12-26,2001-01-14,00027335  ,E,E,100323,4715874000150,1,34,40,40-44,40.0,44.0,42.0
180,2016-12-26,2001-01-14,00022729  ,F,E,530502,4710120560129,1,55,59,45-49,45.0,49.0,47.0
181,2016-12-26,2001-01-14,00994361  ,G,E,110114,0041736007284,1,279,375,50-54,50.0,54.0,52.0
182,2016-12-26,2001-01-14,01061437  ,D,G,530101,4903111121960,2,96,118,35-39,35.0,39.0,37.0
183,2016-12-26,2001-01-16,00057509  ,E,E,120103,4710011401142,2,46,58,40-44,40.0,44.0,42.0
184,2016-12-26,2001-01-14,01168709  ,F,F,530603,4710363512015,2,102,118,45-49,45.0,49.0,47.0
185,2016-12-26,2001-01-14,00884310  ,E,E,120103,4710030346103,2,32,24,40-44,40.0,44.0,42.0
186,2016-12-26,2001-01-14,01038804  ,C,F,100305,4710852001549,1,35,45,30-34,30.0,34.0,32.0
187,2016-12-26,2001-01-14,00998659  ,J,E,110407,4710943101318,1,38,43,65-120,65.0,120.0,92.5
188,2016-12-26,2001-01-14,00514156  ,E,G,530205,4710731010327,1,25,32,40-44,40.0,44.0,42.0
189,2016-12-26,2001-01-14,00850933  ,F,C,100205,9556121003112,1,53,65,45-49,45.0,49.0,47.0
190,2016-12-26,2001-01-14,01044737  ,C,E,500305,4716829881008,1,20,29,30-34,30.0,34.0,32.0
191,2016-12-26,2001-01-16,01546842  ,B,E,110207,4710311811511,1,17,22,25-29,25.0,29.0,27.0
192,2016-12-26,2001-01-14,00778138  ,C,E,520204,4711713310220,1,35,52,30-34,30.0,34.0,32.0
193,2016-12-26,2001-01-14,00367677  ,D,F,100312,0037000442127,1,33,47,35-39,35.0,39.0,37.0
194,2016-12-26,2001-01-14,00314084  ,E,C,500804,9310022862601,6,126,162,40-44,40.0,44.0,42.0
195,2016-12-26,2001-01-14,00539654  ,A,E,100102,0034000231508,1,45,52,0-25,0.0,25.0,12.5
196,2016-12-26,2001-01-14,00760225  ,C,E,110106,4711271000014,2,28,32,30-34,30.0,34.0,32.0
197,2016-12-26,2001-01-14,01175233  ,I,F,100505,4710594124605,1,65,88,60-64,60.0,64.0,62.0
198,2016-12-26,2001-01-14,01173154  ,F,E,750807,4718079928076,1,160,249,45-49,45.0,49.0,47.0
199,2016-12-26,2001-01-16,01394559  ,E,F,130317,20570989     ,1,60,81,40-44,40.0,44.0,42.0
200,2016-12-26,2001-01-14,01179491  ,G,E,510524,4714499795076,1,84,113,50-54,50.0,54.0,52.0
201,2016-12-26,2001-01-13,01435207  ,E,H,530114,4710186051074,1,188,269,40-44,40.0,44.0,42.0
202,2016-12-26,2001-01-13,00511834  ,G,E,130107,4711686006113,2,62,90,50-54,50.0,54.0,52.0
203,2016-12-26,2001-01-13,00342605  ,D,F,530406,4710303280172,1,103,129,35-39,35.0,39.0,37.0
204,2016-12-26,2001-01-13,01727418  ,B,D,300424,4901301036131,1,76,105,25-29,25.0,29.0,27.0
205,2016-12-26,2001-01-13,01538526  ,E,G,730704,4718480165282,1,2750,3690,40-44,40.0,44.0,42.0
206,2016-12-26,2001-01-16,01635225  ,F,G,120103,4710583510082,2,26,34,45-49,45.0,49.0,47.0
207,2016-12-26,2001-01-13,01791112  ,D,G,100508,4710421019081,1,149,170,35-39,35.0,39.0,37.0
208,2016-12-26,2001-01-13,01634518  ,C,E,120103,4710011401135,1,23,24,30-34,30.0,34.0,32.0
209,2016-12-26,2001-01-13,02085531  ,G,B,110814,4710762401224,1,64,80,50-54,50.0,54.0,52.0
210,2016-12-26,2001-01-13,00439725  ,H,E,100414,8888240000095,1,115,141,55-59,55.0,59.0,57.0
211,2016-12-26,2001-01-13,02028453  ,E,E,530114,4710363063500,1,134,175,40-44,40.0,44.0,42.0
212,2016-12-26,2001-01-13,00828574  ,E,D,100324,0723125488064,1,45,59,40-44,40.0,44.0,42.0
213,2016-12-26,2001-01-13,01655971  ,B,F,320308,4719174999732,1,110,123,25-29,25.0,29.0,27.0
214,2016-12-26,2001-01-14,01367560  ,D,F,530601,4710363535007,1,181,209,35-39,35.0,39.0,37.0
215,2016-12-26,2001-01-13,01657401  ,I,F,100208,4710247007712,1,61,67,60-64,60.0,64.0,62.0
216,2016-12-26,2001-01-13,01650075  ,C,E,110118,4710012131130,1,35,42,30-34,30.0,34.0,32.0
217,2016-12-26,2001-01-13,01050172  ,H,G,470105,4909978199135,1,928,1170,55-59,55.0,59.0,57.0
218,2016-12-26,2001-01-13,00403559  ,G,B,500804,9310022862700,2,42,54,50-54,50.0,54.0,52.0
219,2016-12-26,2001-01-13,00445924  ,E,C,100209,9556023331146,1,25,30,40-44,40.0,44.0,42.0
220,2016-12-26,2001-01-13,00171113  ,G,F,120115,4710176040316,1,200,189,50-54,50.0,54.0,52.0
221,2016-12-26,2001-01-13,01693751  ,E,E,300611,4710032502224,1,307,389,40-44,40.0,44.0,42.0
222,2016-12-26,2001-01-13,01718973  ,E,E,130206,20332433     ,1,85,99,40-44,40.0,44.0,42.0
223,2016-12-26,2001-01-13,00528436  ,A,F,100102,49755589     ,4,100,132,0-25,0.0,25.0,12.5
224,2016-12-26,2001-01-13,01847994  ,D,F,510510,4714499861610,4,180,251,35-39,35.0,39.0,37.0
225,2016-12-26,2001-01-13,01604467  ,C,A,560327,0015000761561,1,25,35,30-34,30.0,34.0,32.0
226,2016-12-26,2001-01-13,00107587  ,E,E,530101,4710054132201,3,228,288,40-44,40.0,44.0,42.0
227,2016-12-26,2001-01-13,01632286  ,D,E,510315,4715660427543,1,105,156,35-39,35.0,39.0,37.0
228,2016-12-26,2001-01-13,00582292  ,E,D,760552,4713045023823,1,100,139,40-44,40.0,44.0,42.0
229,2016-12-26,2001-01-16,00340670  ,B,E,530101,4710036220018,2,142,174,25-29,25.0,29.0,27.0
230,2016-12-26,2001-01-13,00574655  ,G,E,120103,4710011406123,1,23,24,50-54,50.0,54.0,52.0
231,2016-12-26,2001-01-13,01659252  ,E,G,110513,4710022213406,1,55,69,40-44,40.0,44.0,42.0
232,2016-12-26,2001-01-13,01859805  ,E,G,501002,20544232     ,1,100,139,40-44,40.0,44.0,42.0
233,2016-12-26,2001-01-13,01205954  ,D,F,530103,4710036029055,1,98,129,35-39,35.0,39.0,37.0
234,2016-12-26,2001-01-13,01632286  ,D,E,520221,4711713040059,1,40,59,35-39,35.0,39.0,37.0
235,2016-12-26,2001-01-13,01110500  ,D,C,130308,4710670200506,2,18,24,35-39,35.0,39.0,37.0
236,2016-12-26,2001-01-13,01892895  ,E,F,100516,4901411157719,2,404,378,40-44,40.0,44.0,42.0
237,2016-12-26,2001-01-13,00321860  ,E,F,110402,4710088414311,2,106,122,40-44,40.0,44.0,42.0
238,2016-12-26,2001-01-14,01362183  ,E,F,760135,4717605313041,1,28,39,40-44,40.0,44.0,42.0
239,2016-12-26,2001-01-13,02153032  ,D,G,530207,4711101040081,1,44,59,35-39,35.0,39.0,37.0
240,2016-12-26,2001-01-13,02074498  ,G,F,130106,4710583996008,1,18,22,50-54,50.0,54.0,52.0
241,2016-12-26,2001-01-13,02100739  ,B,G,130307,8801024110209,1,142,195,25-29,25.0,29.0,27.0
242,2016-12-26,2001-01-13,01833256  ,C,E,500208,4713071816062,2,80,98,30-34,30.0,34.0,32.0
